loan_id,Default,Kwota_Kredytu,Dlugosc_Kredytu,Rata_Kredytu,Wiek,Plec,Bezrobocie,Przestepczosc,Srednia_Pensja,Urbanizacja,Staz_Klienta,Czestosc_Wyciagu,Posiada_Karte,Posiada_Karte_Gold,Liczba_Zlecen,Suma_Zlecen,Oplaca_Ubezpieczenie,Oplaca_Mieszkanie,Srednie_Saldo,Min_Saldo,Max_Saldo,Odchylenie_Salda,Suma_Wplywow,Suma_Wydatkow,Liczba_Transakcji,Liczba_Kar,Srednie_Saldo_3M,Min_Saldo_3M,Wplywy_3M,Wskaznik_DTI,Wskaznik_Oszczedzania
5367,0,83628,36,2323,20.153319644,1,1.6,18721,9897,387570,7.8618421053,1,0,0,1,2322.7,0,0,29052.608824,500,51781,9815.0365323,125709.5,83243.8,34,0,28742.263158,17878.7,49181.1,0.1416921322,0.6621944865
5368,0,44640,24,1860,41.262149213,0,3.24,2595,8444,108871,13.717105263,1,0,0,1,1860,0,0,41154.279104,600,65663.5,12074.395889,245818.5,206571.4,67,0,39596.446667,35576.9,35013.8,0.1593520824,0.8403417955
5369,0,214596,36,5961,60.199863107,0,4.75,18782,10673,323870,4.5394736842,1,1,0,2,19589,0,1,62852.917647,400,112408.8,30947.281583,272514.1,186000,17,0,67147.018182,37013.4,148805.3,0.1201747483,0.6825346559
5375,0,101520,12,8460,20.257357974,1,0.29,85677,12541,1204953,8.0592105263,1,0,0,2,11928,0,1,26449.092105,400,43218.7,10352.391969,110391.2,93670.4,38,0,23047.6,9983,37319,0.6800278656,0.8485327768
5377,0,92400,12,7700,23.093771389,1,6.63,9878,10177,285387,15.098684211,1,1,0,3,12413.8,0,1,42291.185577,1000,131664.2,20423.924476,501293.3,365829.2,104,0,32608.83,17442.8,59390.6,0.3889307939,0.729771314
5382,0,22932,36,637,43.709787817,1,2.52,2564,8363,139012,7.3355263158,1,0,0,3,4396,0,1,42536.885366,300,56308.4,12304.330319,115369.9,69279.8,41,0,47094.854167,37196.1,38561.6,0.0495532172,0.60050498
5384,0,23328,12,1944,33.681040383,1,2.41,1658,8388,95907,6.1513157895,1,0,0,2,11712,0,1,40311.637037,1000,68151.2,15155.251505,121433.2,93625.2,27,0,45842.805882,27807.9,64227,0.0907986922,0.7710035558
5385,0,71460,36,1985,16.191649555,1,0.29,85677,12541,1204953,7.8947368421,1,1,0,2,9249,0,1,49220.980645,700,76403.1,16380.594606,181884.7,132235.8,31,0,56117.7,34248.8,79350.6,0.0750438543,0.7270324165
5388,0,61560,12,5130,53.412731006,0,3.52,1328,8930,51313,10.723684211,0,1,0,4,19392.5,1,1,32967.712676,200,73559.9,17762.22467,355774.2,280398,71,0,23125.819231,6214.1,92640.8,0.1661201289,0.7881353169
5389,0,78600,24,3275,41.141683778,0,2.51,3496,8541,121947,4.4736842105,1,0,0,2,15767.8,0,1,42902.407143,800,67058.7,21203.475509,110858.7,43800,14,0,55070.6,34187.9,69409.6,0.1415449068,0.3951029996
5390,0,170256,24,7094,29.330595483,1,1.12,1874,8427,93931,14.736842105,1,1,0,2,13016,0,1,40091.183117,200,79869.8,13589.383989,371594.3,328291.4,77,0,42441.3,27857,73498.1,0.2895466871,0.8834675788
5395,1,299088,36,8308,28.079397673,1,5.77,3244,8110,106054,13.782894737,1,0,0,3,14527.8,0,1,51992.854762,500,193909.9,33855.698026,812759.3,705100.6,126,0,26920.385714,5250.5,53620.7,0.4647944845,0.8675394209
5398,0,53472,12,4456,57.344284736,0,3.39,2987,8899,81344,20.296052632,0,0,0,1,4456,0,0,64144.502239,300,172962.5,28468.555791,1008742.4,889640,134,0,73588.518182,38244.3,175203,0.0762987569,0.8819299338
5409,0,182040,60,3034,44.38329911,1,3.13,999,8402,51428,11.907894737,1,1,0,1,3034,0,0,67475.901695,600,110447.5,21927.679529,536797.8,473602.2,59,0,72519.188889,38747.5,124022,0.0733884298,0.8822732093
5413,0,92976,24,3874,25.448323066,1,3.52,1328,8930,51313,18.717105263,0,1,0,2,17259.7,0,1,50436.466055,300,122342.1,26490.316135,666916.9,496076,109,0,73305.038462,21531.8,149288.2,0.0778478571,0.7438351857
5414,0,185952,48,3874,49.741273101,0,6.43,5323,9675,125236,12.335526316,1,0,0,2,8498.7,0,1,50113.194118,700,145318.2,31588.379962,250010.1,167625,34,0,69332.428571,27005,153763.2,0.0755822801,0.6704742309
5415,1,139464,36,3874,38.239561944,0,3.33,4355,8746,182027,13.026315789,1,0,0,1,3873.7,0,0,31532.748387,300,65062.8,12989.781215,146863.2,105200,31,0,36373.7,22498.5,42896.9,0.2709097224,0.7163147997
5418,0,347952,48,7249,30.543463381,1,2.82,818,8843,45714,21.611842105,1,0,0,1,7248.8,0,0,54157.194167,300,123013.2,23422.026501,835259,665504.4,120,0,62784.831579,32155.5,129882.1,0.1674326,0.7967643608
5419,0,415800,60,6930,47.600273785,1,0.29,85677,12541,1204953,9.4078947368,1,0,0,1,6930,0,0,44265.272973,700,140706,33832.073699,237053.5,223573,37,0,21791.007143,9735,38165.8,0.5446857119,0.9431333301
5420,0,72504,24,3021,46.652977413,1,1.39,5198,8991,122603,10.427631579,1,0,0,5,6667,1,1,45374.642424,600,145620.3,27825.784982,379257.6,348945.4,99,0,32034.633333,16306.4,20742.3,0.436870038,0.920075115
5428,0,230220,36,6395,48.421629021,0,2.77,1597,8598,53921,21.776315789,1,1,0,1,6395,0,0,64923.162745,200,141146.2,28758.362704,1218721.2,1085092,153,0,78311.952174,21637.8,257276.3,0.0745687663,0.8903530271
5429,0,20196,36,561,25.048596851,0,0.29,85677,12541,1204953,17.203947368,1,0,0,2,6303,0,1,52636.598958,200,77158.8,15288.688965,440905.8,375221.2,96,0,63391.789474,41689.8,83555.2,0.0201416498,0.8510238445
5435,0,314688,48,6556,23.917864476,0,1.67,2159,8507,88884,19.046052632,0,1,0,1,6556.3,0,0,53094.364486,600,99692.3,21446.093612,815923.7,559950,107,0,57760.166667,33829.9,118794.3,0.1655593183,0.6862777901
5445,0,46320,24,1930,16.996577687,0,5.75,4650,8705,133777,17.894736842,1,0,0,5,8610,1,1,43657.813483,900,119892.5,20752.088935,729496.5,675513.6,178,0,25486.919231,9770.7,33948.8,0.1705358773,0.9259998835
5446,0,48312,24,2013,39.093771389,0,4.83,2123,8187,102609,16.546052632,1,0,0,2,12720,0,1,31897.432979,600,53030.3,9079.3261691,286841.5,245659.2,94,0,38350.747059,17502.7,61015.2,0.0989704711,0.8564288765
5447,1,541200,60,9020,51.367556468,1,6.63,9878,10177,285387,19.309210526,1,0,0,5,14286,1,1,12006.396552,-17030.4,51160.5,14745.172611,312545.3,306184.4,174,10,-4611.825926,-17030.4,41984.1,0.6444836628,0.9796481353
5449,0,99336,24,4139,15.342915811,1,4.09,5623,9893,228848,10.855263158,1,0,0,2,8862,0,1,27019.571154,300,46568,7892.7218287,128469.8,97645.6,52,0,27903.433333,19654.6,36482.4,0.340327912,0.7600684358
5450,0,199680,60,3328,45.445585216,0,2.52,2564,8363,139012,13.552631579,1,0,0,2,6940.2,0,1,33658.617568,500,62238.8,11909.168773,282042.6,223839.4,74,0,33047.535,19801.6,60314.7,0.1655235528,0.7936375794
5451,0,159744,48,3328,23.86036961,1,2.83,1740,8968,70699,9.2105263158,1,1,0,3,9166.2,0,1,56388.810714,600,105953.6,27438.996904,223940.7,170342.2,28,0,68155.353333,39875.3,108565.3,0.0919605447,0.7606586893
5452,0,49440,60,824,29.828884326,1,6.63,9878,10177,285387,15.263157895,1,0,0,4,6443,1,1,47798.865455,300,74419.8,12804.463917,327632.7,282611,110,0,41279.003571,30503.6,61265.2,0.0403471948,0.8625852591
5453,0,156672,36,4352,38.74880219,1,1.62,1580,8594,72541,13.157894737,1,0,0,2,8965,0,1,22927.502667,500,41876.9,6686.1455903,135886.9,112615.4,75,0,19649.358333,11418.8,34304.3,0.3805604055,0.8287448699
5463,0,17952,12,1496,44.265571526,1,5.75,4650,8705,133777,11.315789474,1,0,0,2,7944,0,1,28597.886207,500,46705.2,9101.8028123,198159.7,167098.2,58,0,31493.444444,26363.5,50058.7,0.0896493727,0.8432509574
5464,0,95808,12,7984,54.581793292,0,1.72,4085,9425,161854,14.111842105,1,0,0,1,7984.3,0,0,59701.786667,900,122452.2,24705.82136,758891.5,633646,90,0,48395.011765,20545.5,136665.9,0.1752556727,0.8349627912
5469,0,293160,60,4886,19.488021903,1,2.52,2564,8363,139012,17.664473684,1,0,0,1,4886,0,0,49740.623711,800,131276.2,29394.413058,595596.4,492204.4,97,0,21149.715385,11824.1,13344.7,1.0981667254,0.8264062268
5470,0,200976,48,4187,40.791238877,0,5.74,2157,8403,114200,7.2039473684,1,0,0,2,13741.3,0,1,47938.065714,600,83553.5,18916.939576,216791.3,160805.8,35,0,46282.942857,20757,76113.8,0.165022702,0.7417551269
5479,0,24516,12,2043,35.529089665,0,0.29,85677,12541,1204953,10.427631579,1,0,0,1,2043,0,0,55582.226027,200,125254.2,29534.218113,630685,414916.8,73,0,71925.385185,34595.4,235218.6,0.0260562805,0.6578833207
5482,0,165120,60,2752,45.533196441,1,2.51,3496,8541,121947,19.769736842,1,0,0,2,7734,0,1,24377.371552,1100,37946.3,6878.8365664,197974.4,175229,116,0,21778.436842,15128.8,25157.6,0.3281320795,0.8851099682
5486,0,466608,48,9721,50.951403149,1,2.95,2640,8546,77963,18.914473684,1,0,0,1,9721,0,0,36161.021569,300,66125.9,12819.231109,364120.1,303344.4,102,0,50490.864706,35574.1,67174.8,0.4341166278,0.8330893211
5491,0,428784,48,8933,61.620807666,0,0.29,85677,12541,1204953,14.342105263,1,0,0,4,12954,1,1,22133.735455,1100,47281.2,11407.190986,213844.2,205137,110,0,21119.79375,8707.1,44502.4,0.602151649,0.9592826961
5494,0,360000,48,7500,22.951403149,1,1.6,4484,9624,197099,19.013157895,0,0,0,1,7500,0,0,51149.655147,600,126072,26193.211381,1045406.1,876607.6,136,6,60433.73913,31347.9,172184.6,0.1306714305,0.8385332374
5495,0,89340,60,1489,25.089664613,1,3.45,1879,8441,110643,8.7828947368,1,0,0,2,6505,0,1,39644.763636,500,54020.1,10748.387758,123335.6,81813,44,0,44671.983333,35921.5,40972.9,0.1090152992,0.6633391872
5501,0,136344,24,5681,33.886379192,1,0.29,85677,12541,1204953,20.986842105,1,0,0,2,12748,0,1,31673.896923,300,57858.4,10787.93857,344140.1,304292.6,130,0,36431.688889,25957,49043.3,0.3474879858,0.8842117376
5519,0,91632,12,7636,31.685147159,1,2.52,2564,8363,139012,12.006578947,1,0,0,2,11168,0,1,40976.942857,700,64577.8,10641.422754,237174.6,204112.8,70,0,40211.088462,26515.8,62351.7,0.3673820899,0.8606020181
5520,0,231168,48,4816,20.164271047,1,3.33,4355,8746,182027,20.164473684,1,1,0,3,9221,0,1,54598.838889,300,122436.6,22041.383077,969890.2,846494,144,0,62543.77,21180.9,157663.4,0.0916365186,0.8727731523
5523,0,93888,36,2608,43.438740589,1,3.79,1562,8288,86513,5.1315789474,0,0,0,2,13331.2,0,1,37510.494737,600,52378.2,14598.865783,85016.4,50300,19,0,45788.183333,34578.2,47540.3,0.1645657748,0.5916553553
5525,0,93888,36,2608,61.820670773,0,1.67,2159,8507,88884,10.361842105,0,0,0,3,13533.2,0,1,69554.292308,200,144694.2,29245.776818,693723.7,618565,91,0,51528.2,16783.7,61116.5,0.1280115184,0.8916591841
5526,0,69624,36,1934,51.356605065,0,2.52,2564,8363,139012,19.243421053,1,1,0,4,5658,1,1,49145.707586,1100,74473.4,11919.240677,427453.7,377598,145,0,52161.656522,42631.3,61403.4,0.0944852654,0.8833661204
5527,0,156420,60,2607,40.955509925,0,2.52,2564,8363,139012,11.315789474,0,0,0,2,13829,0,1,49909.155556,400,94694.7,17920.616361,344935.7,313164,63,0,41975.68125,22039.7,28145.4,0.2778488298,0.907891216
5531,0,66432,24,2768,26.250513347,1,2.64,6041,10787,170449,19.572368421,1,0,0,2,9637,0,1,33039.892523,700,69031.9,12534.71694,455884.5,438139.4,107,0,25439.566667,17025.7,66226,0.1253831403,0.9610755332
5532,0,335280,48,6985,44.840520192,1,3.73,3729,8720,161954,15.263157895,0,0,0,3,10093.3,0,1,43629.436082,500,123335.2,22466.555575,673795.8,611410,97,0,35006.359091,18760.3,126198.6,0.1660438536,0.907411552
5533,0,111384,24,4641,27.011635866,0,0.45,3475,9622,75637,15.526315789,1,0,0,3,12266,0,1,65097.224342,500,141386,26285.863068,1054061.2,942954.4,152,0,63160.378571,20377.5,210560.9,0.0661224455,0.8945917992
5549,0,50460,60,841,47.041752225,1,0.45,3475,9622,75637,8.8486842105,1,1,1,2,8130,0,1,37570.627907,800,51971.4,10371.123782,158214.4,116683.4,43,0,38797.238095,28898.6,53959.2,0.0467549507,0.7375034289
5556,0,268320,60,4472,44.881587953,1,0.29,85677,12541,1204953,8.4539473684,1,0,0,3,12571,0,1,24411.294231,200,49189.6,10874.530319,127126.4,114473.4,52,0,19277.009091,8602.9,38408.6,0.3492694915,0.9004699223
5561,0,437460,60,7291,45.160848734,1,4.09,5623,9893,228848,10.263157895,1,1,0,3,21725.3,0,1,48935.435849,900,101929.2,24396.939772,483858.3,449843,53,0,40901.031818,17707,153673.8,0.1423311782,0.9297000182
5563,0,380160,60,6336,46.663928816,0,4.75,18782,10673,323870,19.046052632,1,1,0,1,6336,0,0,64777.075229,1100,147375.1,27227.866079,878170.5,820989.8,109,0,47981.485,22049.6,108400,0.1753457008,0.9348866366
5568,0,272520,60,4542,54.877481177,0,0.56,3810,10124,92084,10.953947368,1,0,0,2,10449,0,1,44602.641667,1100,121891.4,24196.754531,467695.6,361301.4,84,0,42060.242105,26239.8,85352.7,0.1596378449,0.7725144891
5569,0,504000,60,8400,26.557152635,0,1.95,2824,8980,75232,21.842105263,1,0,0,2,12647,0,1,20942.594355,200,39172.5,7160.2463066,271151.6,245174.2,124,0,25458.704545,17182.4,51301.3,0.4911868986,0.9041963824
5576,0,31248,12,2604,55.474332649,1,0.29,85677,12541,1204953,18.75,1,0,0,1,2604.5,0,0,64493.099167,1000,144715.3,28994.626432,857688.8,689575.2,120,0,48869.245,22786.3,62933.5,0.1241251102,0.803992539
5582,0,41256,12,3438,59.794661191,0,3.13,999,8402,51428,22.434210526,1,1,1,5,11994,1,1,63500.406977,900,124519.7,21550.697259,1231352.4,857203.8,215,0,59972.10625,36926.9,147899,0.0697353653,0.6961484818
5584,0,24792,24,1033,39.433264887,0,3.79,1562,8288,86513,19.934210526,1,1,0,3,5724,0,1,47061.86,500,72489.8,12246.40773,519533.9,450345,135,0,55772.909524,37291.8,82714.7,0.0374647748,0.8668253086
5585,0,88608,12,7384,51.019849418,0,3.51,2247,8512,125832,20.789473684,0,0,0,1,7384,0,0,51249.129851,900,148386.3,31799.726667,808367.6,751200,134,0,24388.615385,9912.7,22797.7,0.9715491191,0.9292802813
5586,0,48744,36,1354,32.205338809,1,4.01,3460,8909,148545,4.4078947368,1,1,0,2,4571,0,1,42930.207143,900,62891.3,19512.790972,111191.3,48300,14,0,53564.7,40497.4,57865.1,0.0701941139,0.4343915901
5589,0,390000,48,8125,50.929500342,0,2.41,1658,8388,95907,16.776315789,0,0,0,3,22704.3,0,1,48798.697727,600,120714.8,28087.263397,249136.6,225937,44,0,61915.5,23138.8,148087.7,0.1645950759,0.9068803745
5591,0,155616,48,3242,37.429158111,1,0.56,3810,10124,92084,7.5,1,0,0,1,3241.8,0,0,39426.07,300,62153.6,13711.094458,149490.8,125043.8,30,0,41304.788235,24447.1,58864.1,0.1652196218,0.8364659466
5593,1,277884,36,7719,15.797399042,1,2.79,2166,8254,105606,22.796052632,1,0,0,1,7718.7,0,0,46487.002564,1000,129394.2,28041.87508,632945,613519,117,0,4961.7666667,3614,8065.5,2.8700501952,0.9693085982
5595,0,82896,12,6908,22.171115674,0,1.89,1660,8208,75685,15.855263158,1,1,0,4,16783.5,1,1,57141.730952,900,107680.9,24685.921391,702299.6,564396.6,126,0,73764.414815,43294.6,145919.7,0.1420203985,0.803641062
5599,0,15420,12,1285,29.719370294,1,0.29,85677,12541,1204953,21.940789474,1,0,0,3,7454,0,1,24577.2,1000,41137.4,7049.350988,253168.6,221301.2,151,0,24787.42963,11341.9,36984.5,0.1042244001,0.8741262774
5606,1,253512,36,7042,51.159479808,1,3.24,2595,8444,108871,7.0065789474,0,0,0,1,7042,0,0,37095.844828,300,111044.2,24704.385018,171658.5,118860,29,0,28961.675,4418.4,41114.3,0.5137983282,0.6924230817
5610,0,123216,48,2567,18.650239562,1,7.08,2653,8965,85852,18.453947368,1,1,0,3,5619.3,0,1,70622.833594,700,138433.7,28089.524636,815518.9,726818,128,0,73090.444444,29207.7,241057.2,0.0319463769,0.8912339233
5611,0,321180,60,5353,60.375085558,0,1.42,6604,10045,177686,7.6644736842,1,0,0,2,20076.3,0,1,40524.463158,700,90257.3,21716.75025,276707.3,211535.8,38,0,30689.154545,19592.2,98788,0.1625552935,0.7644758036
5614,0,253560,60,4226,47.225188227,1,7.34,4947,10446,119895,21.217105263,1,0,0,1,4226.5,0,0,39822.711111,900,76509.7,13798.585863,576472.5,475833.6,108,0,46936.8125,36718.7,76606.5,0.1654886143,0.8254231981
5616,0,130896,24,5454,43.871321013,1,7.08,2653,8965,85852,18.881578947,1,0,0,2,9928,0,1,31685.099115,300,49093,8392.4630653,229428.3,185780.4,113,0,39206.295,30465.8,36943.4,0.4428577615,0.8097544647
5620,0,30012,12,2501,44.958247775,0,1.78,1655,9060,78955,21.677631579,1,0,0,1,2501,0,0,46609.348544,700,107744,24793.342826,523271.6,356575.2,103,0,64129.242105,34301,144023.3,0.0520946522,0.6814348773
5624,1,177744,48,3703,22.507871321,0,3.24,2595,8444,108871,16.809210526,1,1,0,1,3702.8,0,0,26746.525263,-2485.5,89733.5,21147.080703,326642.5,233326.9,95,2,22588.6375,2810,47751.5,0.2326272917,0.71431974
5625,1,222180,60,3703,57.45927447,0,2.82,818,8843,45714,12.565789474,1,0,0,1,3702.8,0,0,55230.444068,800,130659.1,26510.559286,375691.6,303287.6,59,0,81362.65,45347.2,161075.5,0.0689663735,0.8072786102
5634,0,39024,12,3252,60.832306639,0,1.6,4484,9624,197099,17.434210526,1,1,0,3,16491.2,0,1,60289.954412,300,134678.1,24639.677624,719643,650404,136,0,39397.977273,16703.5,61419.5,0.1588343034,0.9037871503
5635,0,77184,36,2144,42.26146475,1,0.29,85677,12541,1204953,18.848684211,1,0,0,1,2144,0,0,50722.27013,200,142917.9,30287.214668,571831.4,522031.4,77,0,32866.586667,22446,49020.3,0.1312029178,0.9129115454
5638,0,68124,12,5677,40.156057495,0,4.75,18782,10673,323870,10.526315789,1,0,0,2,13874,0,1,28809,1100,63669.3,14323.747993,231786.1,215355,51,0,20939.74,10823.6,72576.8,0.2346520657,0.9291112404
5643,1,94512,12,7876,45.223819302,0,4.75,18782,10673,323870,20.789473684,1,0,0,1,7876,0,0,48061.856716,600,133407.7,26359.190622,1131512.9,1025233.6,134,0,33037.328571,9329.8,150070.7,0.1574426432,0.9060733589
5644,0,276084,36,7669,34.406570842,1,0.29,85677,12541,1204953,15.657894737,1,1,0,5,11745.7,1,1,58466.193662,1100,132186.8,22606.367015,790073,587953.6,142,0,59473.29375,27423.1,138826.6,0.165721143,0.7441766214
5651,0,19248,12,1604,33.437371663,0,1.95,2824,8980,75232,13.881578947,1,0,0,2,10853,0,1,36065.975,200,60870.3,11241.910004,297867.9,254432.4,72,0,31603.052632,22291.6,65885.7,0.0730322498,0.8541791372
5656,0,146064,24,6086,43.611225188,1,4.75,18782,10673,323870,5.4605263158,1,0,0,4,17174.2,1,1,44355.040909,200,90387.4,16699.810596,150949.3,105928.6,22,0,49578.54,29805.9,87479.9,0.2087036438,0.7017515036
5657,0,4980,12,415,42.009582478,1,3.79,1562,8288,86513,7.9605263158,1,0,0,4,5148,1,1,30533.371739,800,41106.2,8705.1835399,101697.8,79197.4,46,0,30588.232,21602.2,37429.8,0.0332596012,0.7787545182
5665,0,40632,12,3386,52.692676249,1,3.83,3804,8754,107870,14.605263158,0,0,0,5,6904.5,1,1,48478.590678,1100,75484.9,12051.539852,330588.3,244794,118,0,44925.571429,30622.1,61474.1,0.1652322572,0.7404807113
5669,0,71820,36,1995,33.987679671,0,3.79,1562,8288,86513,13.256578947,1,0,0,1,1995,0,0,54293.592405,700,119933.3,21993.073667,421819.7,292946,79,0,39375.34375,19754.2,38923.7,0.1537505106,0.6944822765
5674,0,207264,48,4318,34.943189596,0,2.41,1658,8388,95907,9.2434210526,0,0,0,1,4318,0,0,61345.1,400,123573.3,28117.508579,445875.9,350700,58,0,74357.208,45973.3,188839.7,0.0685967739,0.7865422048
5681,0,68664,24,2861,17.303216975,1,3.38,2212,8757,109164,16.480263158,0,0,0,1,2860.7,0,0,36855.823288,700,72649.2,15663.928694,290134.5,240860,73,0,35064.993333,18833.4,59005.1,0.1454546071,0.8301672839
5682,0,67464,12,5622,61.683778234,0,6.43,5323,9675,125236,11.809210526,1,0,0,1,5622.5,0,0,46016.198246,600,92407.6,19927.134835,440992.3,366202.2,57,0,38355.613636,20037.8,101638.5,0.165936158,0.8304053599
5683,0,140688,48,2931,56.908966461,0,1.12,1874,8427,93931,13.684210526,1,0,0,1,2931,0,0,57514.347059,300,144580.4,27755.303235,491325.2,396760.6,85,0,52135.08125,20576.4,32786.9,0.2681618425,0.8075319411
5693,0,44088,24,1837,44.084873374,1,3.39,2987,8899,81344,7.7631578947,1,0,0,2,5210,0,1,36548.81875,1000,55576.8,11906.808162,128071.3,83702.8,32,0,39691.455556,26231.3,57194.8,0.0963498596,0.6535667744
5698,0,174840,60,2914,47.227926078,1,3.38,2212,8757,109164,12.796052632,1,0,0,3,8137.8,0,1,34822.468966,1100,64669.5,11111.778629,265222.8,156732.8,87,0,32989.580769,22801,53903.3,0.1621702844,0.5909492285
5699,0,174960,24,7290,20.895277207,1,4.83,2123,8187,102609,22.171052632,1,0,0,1,7290.5,0,0,58926.411189,1000,159286.4,27760.0933,889668,726977.4,143,0,66406.355,47282.3,149303.5,0.146477213,0.8171335632
5706,0,161496,36,4486,24.898015058,0,3.8,9672,8994,226122,20.822368421,0,0,0,2,7610,0,1,33219.9,500,113865.5,19260.546244,459573.5,376426,130,0,30137.63125,20181,23892.2,0.5632093475,0.8190772116
5713,0,158760,60,2646,16.911704312,0,1.78,1655,9060,78955,22.105263158,1,0,0,4,13649.5,1,1,24908.761446,900,59898.4,8944.7153112,395880.6,338816.2,166,0,22102.2125,8755.4,48228.9,0.1645798735,0.8558548819
5718,0,14028,12,1169,52.169746749,1,2.53,1850,8240,107911,22.171052632,1,0,0,3,6265,0,1,51802.019231,400,75383.2,10744.59256,396995.8,345210.8,156,0,57174.708696,41707.2,56977.6,0.0615472635,0.8695581425
5719,0,271584,48,5658,21.221081451,0,0.29,85677,12541,1204953,16.776315789,1,1,0,1,5658,0,0,62387.09,800,115112.9,27465.733062,689094.2,564731.4,90,0,58608.105556,24693.7,99831.3,0.170021726,0.8195274035
5723,0,23628,12,1969,40.194387406,0,7.08,2653,8965,85852,17.993421053,1,0,0,2,11471.7,0,1,47420.841818,1000,140228.7,27950.21069,577410.2,493225.8,110,0,61428.457143,18864.4,188709.4,0.0313015997,0.8542037286
5724,1,316140,60,5269,26.598220397,0,0.29,85677,12541,1204953,22.467105263,1,0,0,1,5269,0,0,18632.933813,800,39616.2,6901.2607906,275514.7,262702.8,139,0,18521.658333,10378.6,39302.5,0.4021574589,0.9534984758
5725,0,444864,48,9268,32.060232717,0,1.6,4484,9624,197099,11.282894737,1,0,0,3,18285,0,1,32404.773438,800,62903.5,11798.830196,226733.7,184989.6,64,0,32323.752381,12069.8,66650.2,0.4171442631,0.815890113
5731,1,460980,60,7683,33.347022587,1,1.95,2824,8980,75232,5.9539473684,1,0,0,1,7683.2,0,0,45410.15,400,103750.1,26778.698461,175342.8,133529.2,26,0,56514.552941,19163.5,130636.7,0.1764318197,0.7615336271
5739,0,76380,12,6365,37.505817933,1,0.29,85677,12541,1204953,8.0921052632,1,0,0,4,12081,1,1,26122.848889,1100,41703.3,8289.7800937,91939.2,68782.4,45,0,25133.24,15755.4,35911.1,0.5316853269,0.7481319379
5740,0,18564,12,1547,31.753593429,1,0.29,85677,12541,1204953,4.2105263158,1,0,0,2,4765,0,1,35538.046154,200,56498.4,14265.870342,77465.7,34200,13,0,42773.344444,34496.5,51638.2,0.0898701037,0.4414929253
5741,0,68544,24,2856,20.342231348,0,4.46,4147,9065,114006,8.4868421053,0,0,0,5,9829,1,1,44948.625926,900,94207.7,20196.074071,253465.9,165236,54,0,37037.003333,20224.5,89115.1,0.0961420856,0.6519076061
5750,0,63252,12,5271,46.606433949,1,2.26,4289,9920,94725,22.105263158,1,0,0,3,10371.7,0,1,49291.822561,13097.7,86343.2,18482.298946,800390.9,651980.8,164,0,36498.007407,13097.7,111194,0.1422070739,0.8145782085
5754,0,23052,12,1921,54.242299795,1,1.6,18721,9897,387570,20.296052632,1,0,0,5,8861,1,1,23771.966082,700,54321.8,8912.0193583,323632.8,295101,171,0,22938.275862,11708.4,47621.5,0.1210091445,0.9118392455
5758,1,307200,60,5120,34.836413415,0,2.53,1850,8240,107911,12.302631579,1,0,0,1,5120.2,0,0,44484.075,200,142668.1,32135.847572,431664.5,331316.8,68,0,10533.836364,5276.7,20499.8,0.7491659676,0.7675336574
5760,0,74916,36,2081,56.216290212,0,0.29,85677,12541,1204953,21.842105263,1,0,0,3,13412.8,0,1,56133.652663,600,143676.5,27409.199322,1006351.7,833077.6,169,0,42347.173077,9850,114490,0.054527351,0.8278197097
5765,0,153936,24,6414,48.613278576,0,2.79,2166,8254,105606,3.7828947368,1,0,0,1,6413.7,0,0,58031.627273,1100,100675.4,30735.935715,174775.4,74100,11,0,66407.322222,32082,135193.4,0.142326275,0.4239760059
5772,0,334620,60,5577,36.684462697,1,2.52,2564,8363,139012,7.9934210526,1,0,0,1,5577.3,0,0,64863.954286,1100,92028.2,22167.038821,287773.5,218858.4,35,0,73485.311765,41832.2,118133.6,0.1416241876,0.7605239519
5773,0,133848,24,5577,37.70568104,1,4.46,4147,9065,114006,22.927631579,1,0,0,1,5577.3,0,0,42220.029464,600,133750.5,33144.907703,539749.3,509592,112,0,18442.691667,2814.8,53631.4,0.3119453187,0.9441273122
5774,0,96984,36,2694,26.028747433,0,1.25,5179,11277,112065,9.4407894737,1,0,0,4,17241.7,1,1,21298.78,800,50063.3,11014.437192,182037.8,168591,55,0,18549.795238,8188.4,56723.3,0.1424735969,0.9261322312
5779,0,107352,36,2982,58.288843258,1,0.65,1029,8561,67298,17.171052632,0,0,0,2,16410.5,0,1,57995.119048,600,151251.4,31107.147273,535431.6,474306,84,0,78586.234483,20938,294130.4,0.030414771,0.8858388525
5782,0,63576,12,5298,37.511293634,1,0.29,85677,12541,1204953,6.6447368421,1,0,0,1,5297.7,0,0,59128.5875,500,109399.2,21405.491502,210464.4,166829.2,32,0,66668.184211,43635.1,112822.1,0.1408729086,0.7926728099
5784,1,84600,36,2350,58.743326489,0,1.6,18721,9897,387570,6.1842105263,1,0,0,1,2349.5,0,0,41766.69375,900,105258.8,28843.331899,176172.5,143443.8,32,0,38329.2,6587.7,51513.7,0.1368488277,0.8142246138
5790,0,84288,48,1756,19.718001369,1,3.73,3729,8720,161954,3.9802631579,1,0,0,3,6058,0,1,29824.125,1000,48781.6,12770.284101,57681.5,20300,12,0,35205.944444,20704.1,37013.5,0.1423149136,0.3519438305
5799,0,106128,36,2948,19.493497604,0,3.33,5796,9198,159617,11.085526316,0,0,0,1,2948,0,0,36071.942308,900,76251.4,15711.303814,245718.3,153380,52,0,46307.6375,30368.8,66895.2,0.1322008664,0.6242122617
